Document Number,Document Title,FSC,Preparing Activity,Date,Notice/ Date,Amendment/ Date,Interim Amendment/ Date
A-A-20260,"Lasagna, With Meat and Sauce, Frozen",8940,FV,31-Jul-1997,,,
A-A-20261,"Lasagna, Vegetable, Frozen",8940,FV,31-Jul-1997,,,
A-A-20262,"Lasagna, Cheese, Frozen",8940,FV,31-Jul-1997,,,
A-A-20263,"Macaroni and Beef In Tomato Sauce, Frozen",8940,FV,31-Jul-1997,,,
A-A-20264A,"Macaroni and Cheese, Frozen",8940,FV,12-Dec-2001,,,
A-A-20265,"Peppers, Stuffed With Meat, In Sauce, Frozen",8940,FV,31-Jul-1997,,,
A-A-20266,"Cabbage, Stuffed With Meat, In Sauce, Meat",8940,FV,31-Jul-1997,,,
A-A-20267,"Meat Loaf With Brown Gravy, Sliced, Frozen",8940,FV,31-Jul-1997,,,
A-A-20268,"Salisbury Steak With Brown Gravy, Frozen",8940,FV,31-Jul-1997,,,
A-A-20269,"Pasta Shells, Stuffed With Cheese, In Sauce, Frozen",8940,FV,31-Jul-1997,,,
A-A-20270,"Chicken A La King, Frozen",8940,FV,31-Jul-1997,,,
A-A-20271,"Chicken Chow Mein, Frozen",8940,FV,31-Jul-1997,,,
A-A-20272,"Beans, With Jalapeno Peppers, Canned, Including Product Flav",8915,FV,24-Sep-1997,,,
A-A-50999,"Cylinder, Graduated, Laboratory, Polypropylene",6640,MB,14-Aug-1985,,,
A-A-51000,"Rack, Test Tube, Laboratory",6640,MB,8-Aug-1985,,,
A-A-51002,"Label, Paper, Pressure Sensitive Adhesive",7530,MB,3-Oct-1985,,,
A-A-51056,"Stopper, Bottle, Cork",6640,MB,4-Oct-1985,,,
A-A-51058B,"Waste Receptacle, Step On Type",7240,MB,26-Jun-1987,,,
A-A-51059,"Graduate, Liquid, Laboratory (Corrosion Resisting)",6640,MB,9-Oct-1985,,,
A-A-51060,"Mallet, Oral Surgery, Hand Type, Mead",6520,MB,22-Oct-1985,,,
A-A-51061,"Bur, Denture Trimming (Straight Handpiece, Tungsten Carbide)",6520,MB,21-Oct-1985,"Notice: 2 7-Dec-2007",,
A-A-51062A,"Sterilizer, Surgical Instrument",6530,MB,15-Jun-1990,,,
A-A-51063A,Chemical Cooling Pad,6530,MB,23-Apr-1988,,,
A-A-51064,"Wheel, Buffing, Chamois, 3 Inch",6520,MB,24-Oct-1985,,,
A-A-51067,Codeine Phosphate and Aspirin Tablets,6505,MB,26-Nov-1985,,,
A-A-51070A,"Mask, Surgical",6515,MB,30-Aug-1991,,,
A-A-51071,"Mirror, Mouth Examining (Plastic, Plane Glass, Disposable)",6520,MB,30-Oct-1985,,,
A-A-51072,"Dish, Medicament, Dental",6520,MB,16-Oct-1985,,,
A-A-51073,"Rod Assortment, Stirring Laboratory Glass",6640,CR,5-Dec-1985,,,
A-A-51074,"Loop, Inoculating, Laboratory (Quantitative)",6640,MB,18-Oct-1985,,,
A-A-51075B,"Cover, X-Ray Cassette",6525,MB,26-Feb-1988,,,
A-A-51076,Glass Tubing Assortment,6640,MB,29-Oct-1985,,,
A-A-51078,Codeine Phosphate and Acetaminophen Elixir,6505,MB,21-Nov-1985,,,
A-A-52047C,"Tubing, Nonmetallic (Rubber And Plastic)",4720,CC,5-May-2003,,,
A-A-52048B,"Thermometer, Self-Indicating, Liquid-In-Glass, Pocket Type",6685,CE3,16-Aug-2004,"Notice: 2 1-Feb-2007",,
A-A-52049,"Tripod, Surveying: For Range Pole",6675,IS,16-Jan-1992,"Notice: 2 1-Feb-2007",,
A-A-52050,"Protractors, Semicircular, Plastic, Graduated in Mils, Yards",6675,IS,24-Jan-1992,,,
A-A-52051,"Binding, Ski, Alpine and Cross Country, Snow and Ice Travers",8465,GL,12-Oct-1989,,,
A-A-52175A,"Pistons, Hydraulic Brake, Wheel Cylinder: Sintered Iron (Met",2530,AT,3-Apr-1998,,,
A-A-52188,"Grater, Food (Non-Mechanical)",7330,SS,30-Jun-1994,"Notice: 1 17-Jun-2003",,
A-A-52189,"Brushes, Grease, Cooking and Baking",7330,SS,30-Jun-1994,,,
A-A-52190A,"Dispenser, Liquid, Insulated",7320,SS,28-Apr-2003,,,
A-A-52195,"Brace, Ankle, Parachutists",1670,GL,30-Dec-1994,,,
A-A-52197,"Weight, Parachute Packing",1670,GL2,15-Aug-1995,,,
A-A-52199,"Tray, Mess, Compartmented, Plastic",7350,FSS,5-Dec-1995,,,
A-A-52200,"Link Assembly, Connector, Separable",1670,GL,18-Jan-1996,,,
A-A-52201A,"Pan, Baking and Roasting, Aluminum; Pan Cover and Warmer Ada",7330,GL,8-Jun-2000,,,
A-A-52202B,"Opener, Can, Hand, for Tray Packs and Round Cans",7330,SS,16-Oct-2007,,,
A-A-52203,"Openers, Can, Hand, Folding",7330,IS,6-Jun-1996,,,
A-A-52204,"Utensils, Cooking, Corrosion-Resisting Steel",73GP,GL,24-Jun-1996,,,
A-A-52205,"Table, Folding Legs",7105,GL,11-Jul-1996,,,
A-A-52206C,"Openers, Can, Hand and Mounted",7330,GL4,22-Feb-2008,,,
A-A-52207,"Cutter, Barbed Wire, Insulated Handles, Hand Operated",5110,FSS,12-Aug-1996,,,
A-A-53663,"Counting Apparatus, Bacterial Colony",6640,MB,1-Sep-1988,,,
A-A-53664,"Plate, Counting, Bacteriological",6640,MB,2-Sep-1988,,,
A-A-53665,"Tray and Rack, Laboratory",6640,MB,6-Sep-1988,,,
A-A-53666A,"Adhesive, Ties, Surgical",6510,MB,2-Jun-1989,,,
A-A-53667A,"Thrombin, USP",6505,MB,15-Mar-1993,,,
A-A-53668A,"Bandage, Elastic (Rubber Warp Threads-Self-Adhering)",6510,MB,17-Aug-1989,,,
A-A-53672,"Elevator, Muscle (Chandler)",6515,MB,6-Sep-1988,,,
A-A-53673,"Forceps, Ear, Smooth Jaw (Hartman)",6515,MB,6-Sep-1988,,,
A-A-53674,"Shears, Rib Cutting (Stille)",6515,MB,6-Sep-1988,,,
A-A-53675,"Rongeur, Straight (Decker, 6 Inches)",6515,MB,6-Sep-1988,,,
A-A-53734,"Iodoquinol Tablets, USP",6505,MB,30-Oct-1988,,,
A-A-53737,"Hydrochlorothiazide Tablets, USP",6505,MB,30-Sep-1988,,,
A-A-53738,"Membrane Kit, Blood Gas Analyzer (PO2)",6630,MB,3-Oct-1988,,,
A-A-53743,Iodoquinol Tablets,6505,MB,30-Sep-1988,,,
A-A-0053745,"Drainage Unit, Pleural Cavity",6515,MB,17-Oct-1988,,,
A-A-53746,"Watch Glass, Laboratory",6640,MB,17-Oct-1988,,,
A-A-53747,Ferric Chloride Solution,6550,MB,17-Oct-1988,,,
A-A-53748,A-Naphthol Reagent,6550,MB,17-Oct-1988,,,
A-A-53749A,"Refrigerator, Mechanical, Biologicals",4110,GL,9-Mar-1990,,,
A-A-54570,"Holder, Suture Needle, Brown",6515,MB,17-Jan-1992,,,
A-A-54571,"Holder, Suture Needle (Hegar-Mayo)",6515,MB,17-Jan-1992,,,
A-A-54572,"Retractor, Tracheal, Hupp",6515,MB,17-Jan-1992,,,
A-A-54630,"Dispenser, Scrub Brush",7920,MB,30-Apr-1992,,,
A-A-54631,"Strap, Abdominal, Transducer",6515,MB,30-Apr-1992,,,
A-A-54632,"Holster Kit, Physician, Compartmented",6515,MB,30-Apr-1992,,,
A-A-54633,"Catheterization Set, Cardiovascular",6515,MB,30-May-1992,,,
A-A-54638,"Shampoo, Medicated, Coal Tar Extract, Salicylic Acid, and Su",6508,MB,30-Apr-1992,,,
A-A-54639,"Forceps, Iris, Graefe",6515,MB,30-Apr-1992,,,
A-A-54640,"Forceps, Ear, Serrated Jaws, Hartman",6515,MB,30-Apr-1992,,,
A-A-54641,"Forceps, Lung Grasping, Collin, 8 Inch",6515,MB,30-Apr-1992,,,
A-A-54642,"Slippers, Convalescent Patient's (Polyurethane Foam, Disposa",6532,MB,17-May-1992,,,
A-A-54643,Defibrillator/ECG Monitor-Recorder (With External Non-Invasi,6515,MB,17-May-1992,,,
A-A-54646A,"Suction Set, Tracheal",6515,MB,19-Feb-1993,,,
A-A-54647,"Wire, Bone, Kirshner",6515,MB,22-May-1992,,,
A-A-54648,"Pentazocine and Naloxone Hydrochloride Tablets, USP",6505,MB,14-May-1992,,,
A-A-54649,"Bone Plate, Narrow",6515,MB,15-May-1992,,,
A-A-54650,"Craniotome Set, Neurosurgical Air Powered",6515,MB,15-May-1992,,,
A-A-55767,"Rubber, Silicone, Nonmetallic Special Shaped Section, Shape",9320,GS,15-Sep-1995,,,
A-A-55768,"Rubber, Silicone; Nonmetallic Special Shaped Section, Shape",9320,GS,19-Sep-1995,,,
A-A-55769,"Rubber, Silicone; Nonmetallic Special Shaped Section, Shape",9320,GS,19-Sep-1995,,,
A-A-55770,"Rubber, Silicone; Nonmetallic Special Shaped Section, Shape",9320,GS,19-Sep-1995,,,
A-A-55771,"Rubber, Silicone; Nonmetallic Special Shaped Section, Shape",9320,GS,19-Sep-1995,,,
A-A-55772,"Rubber, Silicone; Nonmetallic Special Shaped Section, Shape",9320,GS,11-Sep-1995,,,
A-A-55773,"Rubber, Silicone; Nonmetallic Special Shaped Section, Shape",9320,GS,19-Sep-1995,,,
A-A-55774,"Rubber, Silicone; Nonmetallic Special Shaped Section, Shape",9320,GS,20-Sep-1995,,,
A-A-55775,"Rubber, Silicone; Nonmetallic Special Shaped Section, Shape",9320,GS,20-Sep-1995,,,
A-A-55776,"Rubber, Silicone; Nonmetallic Special Shaped Section, Shape",9320,GS,20-Sep-1995,,,
A-A-55777,"Rubber, Silicone; Nonmetallic Special Shaped Section, Shape",9320,GS,20-Sep-1995,,,
A-A-55778,"Rubber, Silicone; Nonmetallic Special Shaped Section, Shape",9320,GS,20-Sep-1995,,,
A-A-55779,"Rubber, Silicone; Nonmetallic Special Shaped Section, Shape",9320,GS,21-Sep-1995,,,
A-A-55780,"Rubber, Silicone; Nonmetallic Special Shaped Section, Shape",9320,GS,21-Sep-1995,,,
A-A-55781,"Rubber, Silicone; Nonmetallic Special Shaped Section, Shape",9320,GS,21-Sep-1995,,,
A-A-56017,Cellulose Acetate,6810,MI,12-Apr-1990,,,
A-A-56019,"Tape, Pressure-Sensitive, Fluorinated Ethylene-Propylene",5970,MI,6-Oct-1989,,,
A-A-56024,"Foil, Titanium",6610,MI,20-Jan-1993,"Notice: 2 30-Nov-2006",,
A-A-56025,"Paste, Conductive",8030,MI,20-Jan-1993,"Notice: 1 23-Jun-2005",,
A-A-56028,"Eyelet, Lacing",5325,IS,30-Aug-1993,"Notice: 1 23-Jul-2002",,
A-A-56031,"Adhesive, Epoxy, Modified, Flexible, Two Component",8040,MI,2-Oct-1996,,,
A-A-56032D,"Ink, Marking, Epoxy Base",7510,MI,21-Mar-2003,,,
A-A-57174,"Nut, Cap, Dual Wheel Mounting",2530,AT,17-Sep-1992,,,
A-A-58000,"Tank, Storage, Liquid Argon-Nitrogen-Oxygen, Cryogenic, Hori",3655,82,16-Mar-1992,,,
A-A-58001,"Generator, Signal, Digital Word",6625,82,1-Jun-1992,,,
A-A-59556,"Saws, Band, Cutoff, vertical, Tilt-Frame, Traveling",3405,GS,16-Jun-2000,"Notice: 1 19-Nov-2007",,
A-A-59561,"Shim, Solid, Round",5365,GS7,23-Jun-2000,,,
A-A-59559A,"Post, Binding, Electrical, Waterproof (Insulated), Dual O-Ri",5940,GS2,22-Mar-2007,,,
A-A-59502,"Plastic Sheet, Polycarbonate",9330,GS,9-Jun-2000,,,
A-A-59503A,"Nitogen, Technical",6830,GS3,9-Nov-2006,,,
A-A-20299A,"Fruits, Osmotically Dried",8915,FV,10-Jul-2000,"Notice: 1 21-Jun-2006",,
A-A-59395,"Drilling Machine, Radial, Floor-Mounted",3413,GS6,22-Jun-2000,"Notice: 1 15-May-2006",,
A-A-59375,"Furnaces, Heat-Treating, Electric, Natural Atmosphere, Box T",3424,GS6,27-Jun-2000,"Notice: 1 21-Jun-2006",,
A-A-59422,"Punching, Shearing, Notching and Coping Machine, Metal, Mech",3445,GS6,19-Jun-2000,"Notice: 1 16-Jun-2006",,
A-A-59458,"Stitcher, Book and Pamphlet, Single Stitching Head, Saddle a",3610,GS6,26-Jun-2000,,,
A-A-59555A,"Post, Binding, Electrical, Waterproof (Insulated), Top Entry",5940,GS2,22-Mar-2007,,,
A-A-59562A,"Post, Binding, Electrical, Screw-Type (Uninsulated)",5940,GS,22-Mar-2007,,,
A-A-59522,"Case, Shotgun Ammuniton, Cotton Duck",8465,CT,9-Dec-1999,,,
A-A-59523,"Case, Field, First Aid Dressing-Unmounted Magnetic Compass,",8465,CT,9-Dec-1999,"Notice: 1 24-Jun-2005",,
A-A-59505,"Tape, Glass-Setting: Rubber, Uncured (For Sealing Glass Wind",9320,IS,29-Jun-2000,,,
A-A-59526,"Sheath, Machete (For 18 Inch Long, 2-1/4 Inch Wide Blade)",8465,CT,21-Dec-1999,,,
A-A-59591,"Cloth, Bunting, Cotton, Mercerized",8305,CT,24-May-2000,,,
A-A-50111C,"Piton, Mountain, Flat",8465,CT,26-Jun-2000,,,
A-A-59534,"Reclaimer, Refrigerant",4940,82,12-Jan-2000,,,
A-A-20307,"Dough, Cookie, Unbaked, Refrigerated or Frozen",8935,FV,20-Nov-2000,"Notice: 1 10-Mar-2006",,
A-A-59602,"Tube, Spriral Wrap, Polyethylene, Polytetrafluoroethylene an",9330,IS,31-Oct-2000,,,
A-A-59551,"Wire, Electrical, Copper (Uninsulated)",6145,CC,27-Oct-2000,,,
A-A-58051,Optical Flats,5210,84,17-Nov-1995,,,
A-A-55563/24,"Holder, Electrical Card, Metal Card Guide, Medium Profile, C",5998,CC,24-May-2005,,,
A-A-59774,"Breathing Air Compressor (BAC), Portable, Diesel",4310,SH,10-May-2005,"Notice: 1 26-May-2005",,
A-A-52160,Industrial V-Belts (Multiple Drive),3030,IS,25-Aug-1990,"Notice: 1 26-May-2005",,
A-A-52008,"Cutting Edges, Moldboard, Grader",3805,IS,17-Aug-1988,"Notice: 1 25-May-2005",,
A-A-50439,"Lamp, Incandescent, T-3-1/4, Miniature Screwbase",6240,IS,22-Jul-1991,"Notice: 1 25-May-2005",,
A-A-50454,"Lamp, Incandescent, G-6, Bayonet Candelabra, Double Contact",6240,IS,24-Jan-1992,"Notice: 1 26-May-2005",,
A-A-50588,"Lamp, Incandescent, T-3-1/4, Miniature Bayonet, Single Conta",6240,IS,21-Feb-1992,"Notice: 1 26-May-2005",,
A-A-55134,"Light, Chemiluminescent, 6 IN - 12 HOUR - B, C, E, F",6260,IS,10-Dec-1992,"Notice: 1 27-May-2005",,
A-A-55135,"Light, Chemiluminescent, 6 IN - 5 MIN - C",6260,IS,10-Dec-1992,"Notice: 1 27-May-2005",,
A-A-55432,"Light, Chemiluminescent, 15 IN - 12 HR - B, E, F",6260,IS,26-Aug-1993,"Notice: 1 26-May-2005",,
A-A-55001/4B,"Disk Drive Unit, Four Drive, Small Computer System Interface",7025,IS,23-May-1996,"Notice: 1 27-May-2005",,
A-A-55822,"Chest, Plywood",8145,IS,1-Aug-1996,,,
A-A-59776,"Gear, Fire Protective",4210,SH,22-Jun-2005,,,
A-A-59775,"Oil Pan, Drip",4910,CC,21-Jun-2005,,,
A-A-59775/1,"Oil Pan, Drip, Large Plastic",4910,CC,21-Jun-2005,,,
A-A-59775/2,"Oil Pan, Drip, Plastic 3.5 Gallon",4910,CC,21-Jun-2005,,,
A-A-59775/3,"Oil Drip Pan, With Pad",4910,CC,21-Jun-2005,,,
A-A-59775/4,"Oil Drip Pan, Metal, Rectangular",4910,CC,21-Jun-2005,,,
A-A-197,"Herbicide, 2,4-Dichlorophenoxyacetic Acid (Salts and Esters)",6840,GS3,6-Nov-1980,,,
A-A-203C,"Paper, Kraft, Untreated",8135,AR,3-Jan-1996,,,
A-A-2311A,"File, Hand (American Pattern), Flat",5110,FSS,8-Oct-2002,,,
A-A-2312A,"File, Hand (American Pattern), Half-Round",5110,FSS,8-Oct-2002,,,
A-A-2313A,"File, Hand (American Pattern), Hand, Regular",5110,FSS,8-Oct-2002,,,
A-A-2314A,"File, Hand (American Pattern), Knife",5110,FSS,8-Oct-2002,,,
A-A-2318,"File, Hand (American Pattern), Knife",5110,FSS,27-Sep-1985,,,
A-A-2321A,"File, Hand (American Pattern), Taper",5110,FSS,26-Dec-2002,"Notice: 0 --",,
A-A-2322A,"File, Hand (American Pattern), Three Square",5110,FSS,30-May-2003,"Notice: 2 21-Nov-2005",,
A-A-2323,"File, Hand (American Pattern), Warding",5110,FSS,27-Sep-1985,,,
A-A-2326,"Rasp, Hand, Cabinet",5110,FSS,27-Sep-1985,,,
A-A-2329,"Rasp, Hand, Wood",5110,FSS,27-Sep-1985,"Notice: 2 8-Sep-1999",,
A-A-20273,"Chili With Beans, Canned",8940,FV,24-Sep-1997,,,
A-A-20274B,"Beans, Western Style, Canned",8915,SS,9-Aug-2007,,,
A-A-20275,"Vegetable Patties, Frozen",8940,FV,24-Sep-1997,,,
A-A-20284,"Bagels, Fresh or Frozen",8920,FV,31-Aug-1998,,,
A-A-20285,"English Muffins, Fresh or Frozen",8920,FV,31-Aug-1998,,,
A-A-20286,Crackers,8920,FV,15-Jun-1998,,,
A-A-20287,"Bread, Pita, Fresh or Frozen",8920,FV,11-May-1998,,,
A-A-20293,"Cherries, Red Tart, Dried",8915,FV,12-Jun-1998,,,
A-A-20295C,Cookies,8920,SS,10-Aug-2007,,,
A-A-20296A,Sandwich Crackers,8920,SS,16-Jun-2004,,,
A-A-20301A,"Cereal Treats, Marshmallow",8920,FV,21-Dec-2004,,,
A-A-30012C,"Bottle, Safety Cap (Tablets and Capsules)",6530,OSS,15-Oct-1993,,,
A-A-30071D,"Crutch (Adjustable, Wood)",6515,OSS,8-Jan-1993,,,
A-A-30073,"Pens, Skin Marking",6515,OSS,11-Mar-1983,,,
A-A-30074C,"Adhesive Tape, Surgical",6510,OSS,24-Jul-1991,,,
A-A-30076C,"Adhesive Tape, Surgical (Paper Type)",6510,OSS,19-Aug-1991,,,
A-A-30078A,"Cushion, Crutch",6515,OSS,15-Mar-1990,,,
A-A-51082,"Bag, Tube Feeding Sterile",6515,MB,6-Dec-1985,,,
A-A-51085,Morphine Sulfate Oral Solution,6505,MB,26-Nov-1985,,,
A-A-51086,"Light, Microscope (Adjustable, 115 volt, 60 Hz, Ca)",6650,MB,4-Nov-1985,,,
A-A-51089A,"Tube, Stomach, Surgical (Salem)",6515,MB,26-Aug-1988,,,
A-A-51090,"Endoscopic Instrument, Fiber Optic, Flexible",6515,MB,25-Oct-1985,,,
A-A-51091A,"Illuminator, X-Ray Film Single, 14 by 17 Inches",6525,MB,30-May-1989,,,
A-A-51092A,"Illuminator, X-Ray Film",6525,MB,15-Jun-1990,,,
A-A-51093A,"Safelight, Darkroom, Photographic",6525,MB,23-Nov-1990,,,
A-A-51094A,"Jar, Surgical Dressing (Glass)",6530,MB,31-Jul-1990,,,
A-A-51099,Lorazepam Tablets,6505,MB,26-Nov-1985,,,
A-A-51100,Nadolol Tablets,6505,MB,26-Nov-1985,,,
A-A-51101B,"Beaker, Laboratory (Borosilicate Glass)",6640,MB,13-May-1991,,,
A-A-51105,"Clamp, Laboratory, Support Rod",6640,MB,20-Nov-1985,,,
A-A-0051108A,Urine Sugar Test Tablets,6550,MB,18-Sep-1986,,,
A-A-51109,"Flask, Kjeldahl, (Borosilicate Glass)",6640,MB,29-Nov-1985,,,
A-A-51179B,"Grinding Machines, Utility, Bench and Pedestal",3415,GS6,4-Nov-2005,"Notice: 2 4-Jan-2008",,
A-A-52209,"Scriber, Diamond Point",5120,GL,12-Sep-1996,,,
A-A-52210,"Straightedge, Steel (Machinists' and Toolmakers)",5210,GL,13-Sep-1996,,,
A-A-52212,"Gage, Cylinder",5210,GL,23-Oct-1996,,,
A-A-52213,"Bath Unit, Portable, Four Showerheads",4510,GL,10-Jan-1997,,,
A-A-52216,"Tapes, Measuring: Tank Gauging Type, With Reel, and Plumb Bo",5210,GL,28-Feb-1997,,,
A-A-52217B,"Tray, Mess, Compartmented",7350,SS,31-Oct-2006,,,
A-A-52218A,"Chest, Ice Storage",4110,SS,25-Apr-2002,,,
A-A-52286,"Sprayer, Pesticide, Pushcart Mounted",3740,MD,10-Jul-1990,"Notice: 1 15-Apr-2004",,
A-A-52287A,"Insecticide, Paradichlorobenzene",6840,GS3,26-Feb-1998,,,
A-A-52298B,"Tripod, Surveying: Extension-Leg-Type",6675,CE3,16-Aug-2004,"Notice: 2 1-Feb-2007",,
A-A-52300,"Protractors, Circular and Semicircular (Mils, Degrees)",6675,IS,3-Mar-1992,"Notice: 2 1-Feb-2007",,
A-A-52301,Drawing Board and Drawing Board Trestles,6675,IS,3-Apr-1992,"Notice: 1 13-Apr-2004",,
A-A-52302,"Gasket, Split Integral, For Inland Petroleum Distribution Sy",5330,AT,8-Apr-1992,,,
A-A-52303,"Hooks, Boat, Ball Point",2040,AV,8-Apr-1992,"Notice: 1 13-Apr-2004",,
A-A-52305,"Auger, Earth, Boom Mounted",3820,CR,20-Aug-1992,"Notice: 1 13-Apr-2004",,
A-A-52307,"Pump, Reciprocating, Hand-Driven, Single-Acting, Bilge",4320,AT,17-Nov-1993,,,
A-A-53750,"Thioridazine Hydrochloride Tablets, USP",6505,MB,17-Oct-1988,,,
A-A-53753,"Manikin, Resuscitation Training",6910,MB,28-Oct-1988,,,
A-A-53754,"Wheel, Abrasive (Silicone Carbide, Impregnated Rubber, Fine,",6520,MB,7-Nov-1988,,,
A-A-53755,"Blade, Gag, Ring Retractor",6515,MB,11-Nov-1988,,,
A-A-53756A,"Gauze, Ointment Impregnated",6510,MB,23-Jun-1989,,,
A-A-53757,"Liner, Flask, Dental Casting Machine (Aluminum Silicate, Wat",6520,MB,18-Nov-1988,,,
A-A-53758,Potassium Hydroxide Solution,6550,MB,8-Nov-1988,,,
A-A-53759,"Probe, Nerve Locator - Stimulator",6515,MB,28-Feb-1989,,,
A-A-53764,"Cleaning Compound, Dental Vacuum System",6520,MB,18-Nov-1988,,,
A-A-53766,"Thimble, Extraction",6640,MB,9-Nov-1988,,,
A-A-53770,"Plate, Spot Test (White Porcelain)",6640,MB,12-Dec-1988,,,
A-A-53774,Kovacs' Reagent,6550,MB,12-Dec-1988,,,
A-A-53775,"Stone Dislodger, Cystoscope, Radiopaque (Davis)",6515,MB,1-Dec-1988,,,
A-A-53777,"Audiometer, Manually Operated, Portable, 110/220 Volt, 50/60",6515,MB,10-Dec-1988,,,
A-A-53779,"Nitroglycerin, Tablets, USP",6505,MB,6-Jan-1989,,,
A-A-53780/1,"Catheter and Needle Unit, Intravenous Disposable, 14 Gage Ca",6515,MB,18-Apr-1990,,,
A-A-53780/2,"Catheter and Needle Unit, Intravenous Disposable, 16 Gage Ca",6515,MB,18-Apr-1990,,,
A-A-54652,"Catheter, Urethral, X-Ray, Whistle Tip",6515,MB,30-May-1992,,,
A-A-54655,"Dissector, Surgical (Kittner)",6510,MB,15-May-1992,,,
A-A-54656,"Immersion Oil, Microscopy",6620,MB,17-May-1992,,,
A-A-54657,"Curing System, Dental, Visible Light",6520,MB,29-May-1992,,,
A-A-54658,"Crutch, Aluminum, Cane Type, Adjustable",6515,MB,30-May-1992,,,
A-A-54661A,"Thyroid Tablets, USP",6505,MB,6-Jun-1995,,,
A-A-54662,"Test Strips and Color Chart, Urinary Glucose and Protein",6550,MB,22-May-1992,,,
A-A-54664,"Needle, Hypodermic, Cartridge Type, Disposable",6515,MB,29-May-1992,,,
A-A-54665,"Forceps, Obstetrical, Paper, 17-1/2 Inch",6515,MB,29-May-1992,,,
A-A-54666,"Forceps, Bone Cutting, Cutting, Straight, Liston, 8-3/4 Inch",6515,MB,29-May-1992,,,
A-A-54668,"Forceps, Obstetrical, Simpson",6515,MB,29-May-1992,,,
A-A-54669,"Forceps, Hemostatic Clip, Applying, Smithwick",6515,MB,29-May-1992,,,
A-A-54670,"Plugger, Composite Resin (Dr.Felt, Double-End)",6520,MB,15-Jun-1992,,,
A-A-54671,"Inhaler, Medicament, Plastic",6515,MB,15-Jun-1992,,,
A-A-54672,"Anesthesia Kit, Larynogotracheal, Disposable",6515,MB,15-Jun-1992,,,
A-A-54673,"Drain, Surgical, Rubber, Whistle Tip, Right Angle, 13 Inches",6515,MB,15-Jun-1992,,,
A-A-54674,"Box, Pathological Specimen Shipping, Insulated",8115,MB,22-Jun-1992,,,
A-A-54675,"Band and Band Set, Matrix, Dental, Tofflemire",6520,MB,19-Jun-1992,,,
A-A-54676,"Syringe and Needle, Hypodermic, Disposable",6515,MB,19-Jun-1992,,,
A-A-54680,Neomycin Sulfate and Bacitracin Ointment,6505,MB,19-Jun-1992,,,
A-A-54681,"Rongeur, Angular, Stille, 8-3/4 Inch",6515,MB,19-Jun-1992,,,
A-A-58002A,"Generator, Function-Pulse Electronic Test",6625,84,9-Jul-2004,,,
A-A-58003A,"Truck, Fire Fighting (Structural), 4x2 or 4x4)",4210,84,24-Jul-2002,,,
A-A-58004B,"Truck, Fire Fighting (Water Tanker, 5,000 Gallon Capacity)",4210,84,23-Feb-2005,,,
A-A-58005A,"Truck, Fire Fighting (Telescoping Aerial Ladder and Work Pla",4210,84,24-Jul-2002,,,
A-A-58006,"4-Wheel Driven, Multi-Purpose Tractor",2420,84,10-Apr-1992,,,
A-A-58008A,"Test Set, Telecommunication System",6625,82,21-May-1996,,,
A-A-58011,"Cleaner, Ultrasonic, Six Gallon",4940,82,30-Jan-1993,,,
A-A-58012,"Test Set, Interface Bus",6625,82,1-Feb-1993,,,
A-A-58013,Compact Loader/Backhoe,3610,84,24-Feb-1993,,,
A-A-58014,"Motor Grader, DED",3805,84,29-Mar-1993,,,
A-A-58015,"Trailer, Fire Fighting (Foam, 1,000 Gallon Capacity)",4210,84,27-May-1993,,,
A-A-58017,"Recovery Unit, Anti-Freeze",4940,82,9-Aug-1993,,,
A-A-58018,"Recovery Unit, Anti-Freeze",4940,82,9-Aug-1993,,,
A-A-58020A,"Drums, Shipping, Steel With Polyethylene Insert",8110,IS,15-Apr-1994,,,
A-A-58024,Diesel-Engine-Driven Pneumatic Tired Trenchers,3805,84,29-Jul-1994,,,
A-A-58025,"Fishing Kit, Survival",4220,84,30-May-1994,,,
A-A-58028A,"Truck, Fire Fighting, (Rescue) (Hazardous Materials Vehicle",4210,84,7-Jan-2003,,,
A-A-58031,"Van, Multi-Purpose Mortuary Services: Commercial",2320,84,30-Sep-1994,,,
A-A-58032,"Test Set, Electrical Power",6625,82,17-Oct-1994,,,
A-A-58033,"Reflectometer, Metallic, Time domain",6625,82,10-Oct-1994,,,
A-A-58034,"Frequency Standard, Cesium",6625,82,17-Oct-1994,,,
A-A-58035,"Generator, Signal 2.0 to 8.4 GHZ",6625,82,17-Oct-1994,,,
A-A-58036,"Staircase, Aircraft Boarding",1730,82,10-Aug-1994,,,
A-A-58037,"Generator, Pulse",6625,82,28-Oct-1994,,,
A-A-58038,Diesel Engine Fuel Injector Cleaner,4910,82,4-Dec-1994,,,
A-A-58039,Voltage Standard,6625,MB,2-Feb-1995,,,
A-A-58040,Gasoline-Engine-Driven and Pneumatic-Powered Vibrating,3895,84,16-Mar-1995,,,
A-A-59205,"Lead Assembly, Power, Electrical",6150,GS2,8-Nov-2000,"Notice: 0 --",,
A-A-3085A,"Protractors, Mechanic's, Universal Bevel and Vernier Scale",5210,FSS,5-Feb-2002,"Notice: 2 24-Aug-2005",,
A-A-2518,"Drill, Twist (Carbide Tip)",5133,FSS,7-Dec-1987,,,
A-A-20336A,"Drink Mixes, Coffee (Unflavored and Flavored)",8955,SS,31-Jul-2006,,,
A-A-20332C,"Water, Drinking, Emergency",8960,SS,3-May-2007,,,
