Document Number,Document Title,Document Date,Cancelled/Superceding Document,Cancelled/Superceding Date
CCC-T-191/4106,"Strength, Breaking; Heavy Cordage (Rope)",15-May-1951,FED-STD-191/4106,Superceding Date: 31-Dec-1968
CCC-T-191/4104,"Strength, Breaking; Yarn and Thread; Skein",15-May-1951,FED-STD-191/4104,Superceding Date: 31-Dec-1968
CCC-T-191/4102,"Strength and Elongation, Breaking; Small Cords; Single Stran",15-May-1951,FED-STD-191/4102,Superceding Date: 31-Dec-1968
CCC-T-191/4100,"Strength and Elongation, Breaking; Yarn; Single Strand",15-May-1951,FED-STD-191/4100,Superceding Date: 31-Dec-1968
CCC-T-191/4054.1,Twist and Twist Contraction; Ply Yarns,26-Jun-1952,FED-STD-191/4054,Superceding Date: 31-Dec-1968
CCC-T-191/4052,Twist in Single Yarns; Turns Per Inch,15-May-1951,FED-STD-191/4052,Superceding Date: 31-Dec-1968
CCC-T-191/4050,"Direction of Twist; Yarn, Thread, Cordage",15-May-1951,FED-STD-191/4050,Superceding Date: 31-Dec-1968
CCC-T-191/4021,Yarn Number (linear Density)of Yarn From Package,15-May-1951,FED-STD-191/4020,Superceding Date: 31-Dec-1968
CCC-T-191/4020,Yarn Number; Cotton-Yarn Method,15-May-1951,FED-STD-191/4020,Superceding Date: 31-Dec-1968
CCC-T-191/4010,Length-Weight Relation; Thread; Yards Per Pound,15-May-1951,FED-STD-191/4010,Superceding Date: 31-Dec-1968
CCC-T-191/3810,Becker Value of Cordage Fiber,15-May-1951,FED-STD-191/3810,Superceding Date: 31-Dec-1968
CCC-T-191/3672,"Colorfastness to Weather of Textile Fibers, Natural Weather",15-May-1951,FED-STD-191/5672,Superceding Date: 31-Dec-1968
CCC-T-191/3662,"Colorfastness to Light of Textile Fibers, Natural Light Meth",15-May-1951,FED-STD-191/5622,Superceding Date: 31-Dec-1968
CCC-T-191/3660,"Colorfastness to Light of Textile Fibers, Accelerated Method",15-May-1951,FED-STD-191/5660,Superceding Date: 31-Dec-1968
CCC-T-191/2811,"Acidity (pH)of Textiles, Potentiometric Method",15-May-1951,FED-STD-191/2811,Superceding Date: 31-Dec-1968
CCC-T-191/2810,"Acidity (pH)of Textiles, Colorimetric Method",15-May-1951,FED-STD-191/2810,Superceding Date: 31-Dec-1968
CCC-T-191/2800,"Wool Fiber Damage, Alkali Solubility Method",15-May-1951,FED-STD-191/2800,Superceding Date: 31-Dec-1968
CCC-T-191/2620,Nonfibrous Materials in Linen Textiles,15-May-1951,FED-STD-191/2620,Superceding Date: 31-Dec-1968
CCC-T-191/2611.3,Nonfibrous Materials in Cotton-Enzyme Method,22-Dec-1964,FED-STD-191/2611,Superceding Date: 31-Dec-1968
CCC-T-191/2610.2,"Nonfibrous Materials in Cotton, Acid Method",25-Jan-1956,FED-STD-191/2610,Superceding Date: 31-Dec-1968
CCC-T-191/2601,"Moisture Content, Oven-Balance Method",15-May-1951,FED-STD-191/2601,Superceding Date: 31-Dec-1968
CCC-T-191/2600,"Moisture Content, Oven Method",15-May-1951,FED-STD-191/2600,Superceding Date: 31-Dec-1968
CCC-C-437D,"Cloth, Broadcloth, Cotton Mercerized",13-Jun-1973,A-A-50160,Superceding Date: 19-Mar-1991
CCC-C-435D,"Cloth, Sheeting, Cotton (Laundry Cover Cloth)",24-Aug-1971,A-A-1833,Superceding Date: 21-Jun-1991
CCC-C-425E,"Cloth, Birdseye and Gauze: Cotton",8-Dec-1983,A-A-52099,Superceding Date: 31-Jan-1995
CCC-C-00422B,"Cloth, Cotton, Muslin (Mercerized)",21-Jan-1975,A-A-50155,Superceding Date: 16-Mar-1995
CCC-C-422,"Cloth; Cotton, Muslin (Mercerized)",10-May-1953,A-A-50155,Superceding Date: 16-Mar-1995
CCC-C-421C,"Cloth, Denim, Cotton, Shrunk and Unshrunk",19-Sep-1972,A-A-140,Superceding Date: 30-Jun-1989
CCC-C-417E,"Cloth, Coated or Laminated (Table and Shelf)",31-Jul-1975,A-A-1214,Superceding Date: 21-Jun-1991
CCC-B-606,"Batting, Cotton; Nonabsorbent, Unbleached",27-May-1966,A-A-50165,Superceding Date: 19-Mar-1991
CCC-A-700E(2),"Artificial Leather, Cloth, Coated, Vinyl Resin, (Upholstery)",10-Jun-1965,CCC-C-700,Superceding Date: 5-Nov-1971
CCC-A-680A,"Artificial Leather (Cloth Coated), Vinyl Resin, Expanded Lay",26-May-1966,A-A-2950,Superceding Date: 10-Oct-1995
BBB-S-1268B(1),Sweat Shirt,27-Sep-1973,A-A-55289,Superceding Date: 13-Sep-1996
BBB-S-860A,Sweat Suit (Pants and Shirt),17-Feb-1965,BBB-S-1268,Superceding Date: 8-Feb-1968
AAA-S-133D(1),"Scale, Beam Indicating, and Scales, Spring, (Suspension Moun",28-Jun-1972,A-A-50062,Superceding Date: 18-Apr-1988
AAA-S-86B(1),"Scale, Person Weighing, (Dial Indicating)",27-Jul-1965,AAA-S-84,Superceding Date: 14-Dec-1973
AAA-S-84D(1),"Scales, Person Weighing",28-Jun-1972,A-A-50059,Superceding Date: 12-May-1988
AAA-B-98C,"Balance, Prescription",15-Jul-1969,AAA-B-105,Superceding Date: 31-Dec-1971
ZZ-V-25E,"Valves and Valve Spuds, Caps, and Cores, Pneumatic Tire",23-Jun-1982,A-A-52611,Superceding Date: 5-May-1997
ZZ-T-1083F,"Tires, Pneumatic, Low Speed, Off Highway (Notice 1-Inactive)",1-Jan-1991,CATL-1923,Superceding Date: 28-Jul-2000
ZZ-T-831D,Tubing; Rubber and Plastic,20-Jul-1978,A-A-52047,Superceding Date: 18-Oct-1990
ZZ-T-791B,"Tube, Stomach, Surgical, (Formerly Tubes, Lavage, and Stomac",7-May-1958,A-A-51779,Superceding Date: 8-Dec-1988
ZZ-T-416H,"Tire, Pneumatic: Retread and Repair Materials",7-Jul-1987,A-A-52518,Superceding Date: 7-Sep-1995
ZZ-S-666D,"Squeegees, Floor and Window",18-Apr-1991,A-A-1870,Superceding Date: 20-Apr-1999
ZZ-S-70A(2),"Scraper, Baker's, (Plate and Bowl)",1-Dec-1965,A-A-277,Superceding Date: 11-Jul-1990
ZZ-R-1415A(1),Rubber Band,14-Nov-1977,A-A-131,Superceding Date: 23-Jul-1986
ZZ-R-1414,"Rubber Stamp, Fixed and Removable Type",31-Mar-1971,A-A-565,"Cancelled Date: 3-Jul-1986 Superceding Date: 3-Jul-1986"
ZZ-R-804,"Rubber Stamp, Fixed Type",7-Mar-1966,A-A-292,"Cancelled Date: 2-Jul-1986 Superceding Date: 2-Jul-1986"
ZZ-R-800A,"Rubber Stamp, Band Type",31-Mar-1971,A-A-288,Superceding Date: 22-Jan-1990
ZZ-R-765E/GEN,"Rubber, Silicone (General Specification)",20-Dec-1991,A-A-59588,Superceding Date: 12-Jan-2001
ZZ-R-765/57,"Rubber, Silicone; Non-Metallic Special Shaped Section",21-Feb-1986,A-A-55800,Superceding Date: 25-Mar-1999
ZZ-R-765/56,"Rubber, Silicone; Non-Metallic Special Shaped Section",21-Feb-1986,A-A-55799,Superceding Date: 25-Mar-1999
ZZ-R-765/54,"Rubber, Silicone; Non-Metallic Special Shaped Section",21-Feb-1986,A-A-55797,Superceding Date: 25-Mar-1999
ZZ-R-765/53,"Rubber, Silicone; Non-Metallic Special Shaped Section",21-Feb-1986,A-A-55796,Superceding Date: 25-Mar-1999
ZZ-R-765/52,"Rubber, Silicone; Non-Metallic Special Shaped Section",21-Feb-1986,A-A-55795,Superceding Date: 25-Mar-1999
ZZ-R-765/51,"Rubber, Silicone; Non-Metallic Special Shaped Section",21-Feb-1986,A-A-55794,Superceding Date: 25-Mar-1999
ZZ-R-765/49,"Rubber, Silicone; Non-Metallic Special Shaped Section",21-Feb-1986,A-A-55792,Superceding Date: 25-Mar-1999
ZZ-R-765/48,"Rubber, Silicone; Non-Metallic Special Shaped Section",21-Feb-1986,A-A-55802,Superceding Date: 25-Mar-1999
ZZ-R-765/47,"Rubber, Silicone; Non-Metallic Special Shaped Section",21-Feb-1986,A-A-55791,Superceding Date: 25-Mar-1999
ZZ-R-765/46,"Rubber, Silicone; Non-Metallic Special Shaped Section",21-Feb-1986,A-A-55790,Superceding Date: 25-Mar-1999
ZZ-R-765/44,"Rubber, Silicone; Non-Metallic Special Shaped Section",21-Feb-1986,A-A-55788,Superceding Date: 25-Mar-1999
ZZ-R-765/43,"Rubber, Silicone; Non-Metallic Special Shaped Section",21-Feb-1986,A-A-55787,Superceding Date: 25-Mar-1999
ZZ-R-765/42,"Rubber, Silicone; Non-Metallic Special Shaped Section",21-Feb-1986,A-A-55786,Superceding Date: 25-Mar-1999
ZZ-R-765/40,"Rubber, Silicone; Non-Metallic Special Shaped Section",21-Feb-1986,A-A-55784,Superceding Date: 25-Mar-1999
ZZ-R-765/38,"Rubber, Silicone; Non-Metallic Special Shaped Section",21-Feb-1986,A-A-55782,Superceding Date: 25-Mar-1999
ZZ-R-765/37,"Rubber, Silicone; Non-Metallic Special Shaped Section",21-Feb-1986,A-A-55781,Superceding Date: 25-Mar-1999
ZZ-R-765/36,"Rubber, Silicone; Non-Metallic Special Shaped Section",21-Feb-1986,A-A-55780,Superceding Date: 25-Mar-1999
ZZ-R-765/35,"Rubber, Silicone; Non-Metallic Special Shaped Section",21-Feb-1986,A-A-55779,Superceding Date: 25-Mar-1999
ZZ-R-765/34,"Rubber, Silicone; Non-Metallic Special Shaped Section",21-Feb-1986,A-A-55778,Superceding Date: 25-Mar-1999
ZZ-R-765/32,"Rubber, Silicone; Non-Metallic Special Shaped Section",21-Feb-1986,A-A-55776,Superceding Date: 25-Mar-1999
ZZ-R-765/31,"Rubber, Silicone; Non-Metallic Special Shaped Section",21-Feb-1986,A-A-55775,Superceding Date: 25-Mar-1999
ZZ-R-765/30,"Rubber, Silicone; Non-Metallic Special Shaped Section",21-Feb-1986,A-A-55774,Superceding Date: 25-Mar-1999
CCC-T-191/5302.1,Abrasion Resistance of Cloth; Inflated Diaphragm Stoll Metho,25-Jan-1956,FED-STD-191/5302,Superceding Date: 31-Dec-1968
CCC-T-191/5300,"Abrasion Resistance of Cloth; Flexing, Folding Bar Stoll Met",15-May-1951,FED-STD-191/5300,Superceding Date: 31-Dec-1968
CCC-T-191/5230,Flexing Resistance of Coated Cloth,15-May-1951,FED-STD-191/5230,Superceding Date: 31-Dec-1968
CCC-T-191/5220,Flexibility of Cloth After Leaching,15-May-1951,FED-STD-191/5220,Superceding Date: 31-Dec-1968
CCC-T-191/5212.1,Crease Resistance of Cloth-Angle of Recovery Method,22-Dec-1964,FED-STD-191/5212,Superceding Date: 31-Dec-1968
CCC-T-191/5210,Crease Resistance of Cloth; Cold Press Recovery Method,15-May-1951,FED-STD-191/5210,Superceding Date: 31-Dec-1968
CCC-T-191/5206.2,"Stiffness of Cloth, Drape and Flex-Cantilever Bending Metho",22-Dec-1964,FED-STD-191/5206,Superceding Date: 31-Dec-1968
CCC-T-191/5204.1,"Stiffness of Cloth, Directional; Self-Weighted Cantilever Me",10-Oct-1957,FED-STD-191/5204,Superceding Date: 31-Dec-1968
CCC-T-191/5202,"Stiffness of Cloth, Directional; Cantilever Bending Method",15-May-1951,FED-STD-191/5202,Superceding Date: 31-Dec-1968
CCC-T-191/5200,"Stiffness of Cloth, Directional; Hanging Heart Loop Method",15-May-1951,FED-STD-191/5200,Superceding Date: 31-Dec-1968
CCC-T-191/5136,"Strength of Cloth, Tearing; Trapezoid Method",15-May-1951,FED-STD-191/5136,Superceding Date: 31-Dec-1968
CCC-T-191/5134.1,"Strength of Cloth, Tearing, Tongue Method",17-Sep-1963,FED-STD-191/5134,Superceding Date: 31-Dec-1968
CCC-T-191/5132.2,"Strength of Cloth, Tearing-Pendulum Method",22-Dec-1964,FED-STD-191/5132,Superceding Date: 31-Dec-1968
CCC-T-191/5122.2,Strength of Cloth: Diaphragm Bursting Method,24-Sep-1965,FED-STD-191/5122,Superceding Date: 31-Dec-1968
CCC-T-191/5120.1,Strength of Cloth; Ball Bursting Method,24-Sep-1965,FED-STD-191/5120,Superceding Date: 31-Dec-1968
CCC-T-191/5110.2,Sewability of Woven Cloth: Seam Efficiency Method,24-Sep-1965,FED-STD-191/5110,Superceding Date: 31-Dec-1968
CCC-T-191/5106,Tension of Elastic Cloth,15-May-1951,FED-STD-191/5106,Superceding Date: 31-Dec-1968
CCC-T-191/5104.2,"Strength and Elongation, Breaking, of Woven Cloth; Ravel Str",24-Sep-1965,FED-STD-191/5104,Superceding Date: 31-Dec-1968
CCC-T-191/5102.2,"Strength and Elongation, Breaking of Woven Cloth, Cut Strip",24-Sep-1965,FED-STD-191/5102,Superceding Date: 31-Dec-1968
CCC-T-191/5100.1,"Strength and Elongation, Breaking, of Woven Cloth-Grab Metho",22-Dec-1964,FED-STD-191/5100,Superceding Date: 31-Dec-1968
CCC-T-191/5070.1,Wales and Courses in Knit Cloth,24-Sep-1965,FED-STD-191/5070,Superceding Date: 31-Dec-1968
CCC-T-191/5060.1,Bow of Yarns in Woven Cloth,24-Sep-1965,FED-STD-191/5060,Superceding Date: 31-Dec-1968
CCC-T-191/5050.2,Yarns Per Inch in Woven Cloth,24-Sep-1965,FED-STD-191/5050,Superceding Date: 31-Dec-1968
CCC-T-191/5041.1,Determination of Weight of Textile Materials: Small Specimen,24-Sep-1965,FED-STD-191/5041,Superceding Date: 31-Dec-1968
CCC-T-191/5040.1,"Weight of Cloth; Cut, Roll, or Bolt Method",24-Sep-1965,FED-STD-191/5040,Superceding Date: 31-Dec-1968
CCC-T-191/5030.1,Determination of Thickness of Textile Materials,24-Sep-1965,FED-STD-191/5030,Superceding Date: 31-Dec-1968
CCC-T-191/5020.1,Determination of Width of Textile Materials,24-Sep-1965,FED-STD-191/5020,Superceding Date: 31-Dec-1968
CCC-T-191/5010.2,Determination of Length of Textile Materials,24-Sep-1965,FED-STD-191/5010,Superceding Date: 31-Dec-1968
CCC-T-191/2530,Nylon Content of Fiber Mixtures,15-May-1951,FED-STD-191/2530,Superceding Date: 31-Dec-1968
CCC-T-191/2511,"Cellulose Acetate Content of Fiber Mixtures, Acetone Method",15-May-1951,FED-STD-191/2511,Superceding Date: 31-Dec-1968
CCC-T-191/2510,"Cellulose Acetate Content of Fiber Mixtures, Acetic Acid Met",15-May-1951,FED-STD-191/2510,Superceding Date: 31-Dec-1968
CCC-T-191/2111.1,Silk Fiber Content of Silk Textiles (especially Weighted Sil,10-Oct-1957,FED-STD-191/2111,Superceding Date: 31-Dec-1968
CCC-T-191/2110,Silk Content of Fiber Mixtures,15-May-1951,FED-STD-191/2110,Superceding Date: 31-Dec-1968
CCC-T-191/2102.1,"Wool Content, Hypochlorite Method",10-Jun-1966,FED-STD-191/2102,Superceding Date: 31-Dec-1968
CCC-T-191/2101.3,"Wool Content, Alkali Method",10-Jun-1966,FED-STD-191/2101,Superceding Date: 31-Dec-1968
CCC-T-191/2100.1,"Wool Content, Acid Method",10-Jun-1966,FED-STD-191/2100,Superceding Date: 31-Dec-1968
CCC-T-191/2060,"Copper-8-Quinolinolate Content of Textiles, Spectrophotometr",15-May-1951,FED-STD-191/2060,Superceding Date: 31-Dec-1968
CCC-T-191/2051,"Copper Content of Textiles, Polarographic Method",15-May-1951,FED-STD-191/2051,Superceding Date: 31-Dec-1968
CCC-T-191/2050,"Copper Content of Textiles, Electrolytic Method",15-May-1951,FED-STD-191/2050,Superceding Date: 31-Dec-1968
CCC-T-191/2020,Presence of Labile Sulfur in Textile Materials,15-May-1951,FED-STD-191/2020,Superceding Date: 31-Dec-1968
CCC-T-191/2012,"Dihydroxydichlorodiphenyl Methane Content, Par Chloride Meth",15-May-1951,FED-STD-191/2012,Superceding Date: 31-Dec-1968
CCC-T-191/2011,"Dihydroxydichlorodiphenyl Methane Content, Colorimetric Meth",15-May-1951,FED-STD-191/2011,Superceding Date: 31-Dec-1968
CCC-T-191/1700,Identification of Dyes On Animal Fibers,15-May-1951,FED-STD-191/1700,Superceding Date: 31-Dec-1968
CCC-T-191/1600,Identification of Synthetic Fibers by Generic Class,15-May-1951,FED-STD-191/1600,Superceding Date: 31-Dec-1968
CCC-T-191/1550,Identification of Vinyl Chloride-Acetate Copolymer Fibers,15-May-1951,FED-STD-191/1550,Superceding Date: 31-Dec-1968
CCC-T-191/1540,Identification of Vinylidene Chloride Fibers,15-May-1951,FED-STD-191/1540,Superceding Date: 31-Dec-1968
CCC-T-191/1534,Melting Point of Synthetic Fibers,15-May-1951,FED-STD-191/1533,Superceding Date: 31-Dec-1968
CCC-T-191/1533,Identification by Softening Point of Thermoplastic Fibers,15-May-1951,FED-STD-191/1533,Superceding Date: 31-Dec-1968
CCC-T-191/1530,Identification of Nylon,15-May-1951,FED-STD-191/1530,Superceding Date: 31-Dec-1968
CCC-T-191/1520,"Identification of Rayon, Cuprammonium",15-May-1951,FED-STD-191/1520,Superceding Date: 31-Dec-1968
CCC-T-191/1510,"Identification of Rayon, Acetate",15-May-1951,FED-STD-191/1510,Superceding Date: 31-Dec-1968
CCC-T-191/1500,"Identification of Rayon, Viscose",15-May-1951,FED-STD-191/1500,Superceding Date: 31-Dec-1968
CCC-T-191/1410,Identification of Glass,15-May-1951,FED-STD-191/1410,Superceding Date: 31-Dec-1968
CCC-T-191/1400,Identification of Asbestos,15-May-1951,FED-STD-191/1400,Superceding Date: 31-Dec-1968
CCC-T-191/1271,Identification of Coir; Ash Method,15-May-1951,FED-STD-191/1271,Superceding Date: 31-Dec-1968
CCC-T-191/1270,Identification of Coir; Microscopic Method,15-May-1951,FED-STD-191/1270,Superceding Date: 31-Dec-1968
CCC-T-191/1260,Identification of Jute,15-May-1951,FED-STD-191/1260,Superceding Date: 31-Dec-1968
CCC-T-191/1251,Identification of Sisal: Ash Method,15-May-1951,FED-STD-191/1251,Superceding Date: 31-Dec-1968
CCC-T-191/1250,Identification of Sisal; Microscopic Method,15-May-1951,FED-STD-191/1250,Superceding Date: 31-Dec-1968
CCC-T-191/1241,Identification of Manila (Abaca) Ash Method,15-May-1951,FED-STD-191/1241,Superceding Date: 31-Dec-1968
CCC-T-191/1240,Identification of Manila (Abaca); Microscopic method,15-May-1951,FED-STD-191/1241,Superceding Date: 31-Dec-1968
CCC-T-191/1230,Identification of Ramie,15-May-1951,FED-STD-191/1230,Superceding Date: 31-Dec-1968
CCC-T-191/1220,Identification of Hemp,15-May-1951,FED-STD-191/1220,Superceding Date: 31-Dec-1968
CCC-T-191/1210,Identification of Flax,15-May-1951,FED-STD-191/1210,Superceding Date: 31-Dec-1968
CCC-T-191/1200,Identification of Cotton,15-May-1951,FED-STD-191/1210,Superceding Date: 31-Dec-1968
CCC-T-191/1110,Identification of Silk,15-May-1951,FED-STD-191/1110,Superceding Date: 31-Dec-1968
CCC-T-191/1100,Identification of Wool,15-May-1951,FED-STD-191/1100,Superceding Date: 31-Dec-1968
CCC-T-191B/GEN,Textile Test Methods,15-May-1951,FED-STD-191/GEN,Superceding Date: 31-Dec-1968
CCC-P-86E(1),"Padding, Cotton, Stitched Roving",20-Oct-1971,A-A-50166,Superceding Date: 18-Aug-1988
CCC-D-950F,Dyeing and After Treating Processes for Cotton Cloths (Notic,26-Jun-1989,A-A-59708,Superceding Date: 22-Jan-2004
CCC-D-71,"Damask, Table; Cotton (in Bolts)",27-Aug-1937,DDD-T-1096,Superceding Date: 13-Aug-1968
CCC-C-700J,"Cloth, Coated, Vinyl Coated (Artificial Leather)",15-Sep-1986,A-A-59517,Superceding Date: 16-Mar-2000
CCC-C-00540(5),"Cloth, Upholstery",18-Jun-1964,ASTM-D3597,Superceding Date: 14-Jul-1995
CCC-C-482C,"Cloth, Pressing, Nylon",3-Oct-1972,A-A-52096,Superceding Date: 13-Oct-1995
CCC-C-458C,"Cloth, Flannel, Cotton",7-Jul-1976,A-A-50129,Superceding Date: 11-Apr-2000
CCC-C-00450,"Cloth, and Cloths, Waffle, Cotton",19-Jun-1964,DDD-C-1374,Superceding Date: 15-Aug-1967
CCC-C-439G,"Cloth, Bunting, Cotton, Mercerized",15-May-1990,A-A-59591,Superceding Date: 8-Sep-2000
CCC-C-438E,"Cloth, Buckram, Woven and Nonwoven",8-Dec-1983,A-A-50186,Superceding Date: 19-Mar-1991
ZZ-R-765/29,"Rubber, Silicone; Non-Metallic Special Shaped Section",21-Feb-1986,A-A-55773,Superceding Date: 25-Mar-1999
ZZ-R-765/28,"Rubber, Silicone; Non-Metallic Special Shaped Section",21-Feb-1986,A-A-55772,Superceding Date: 25-Mar-1999
ZZ-R-765/26,"Rubber, Silicone; Non-Metallic Special Shaped Section",21-Feb-1986,A-A-55770,Superceding Date: 25-Mar-1999
ZZ-R-765/25,"Rubber, Silicone; Non-Metallic Special Shaped Section",21-Feb-1986,A-A-55769,Superceding Date: 25-Mar-1999
ZZ-R-765/24,"Rubber, Silicone; Non-Metallic Special Shaped Section",21-Feb-1986,A-A-55768,Superceding Date: 25-Mar-1999
ZZ-R-765/22,"Rubber, Silicone; Non-Metallic Special Shaped Section",21-Feb-1986,A-A-55766,Superceding Date: 25-Mar-1999
ZZ-R-765/20,"Rubber, Silicone; Non-Metallic Special Shaped Section",21-Feb-1986,A-A-55764,Superceding Date: 25-Mar-1999
ZZ-R-765/19,"Rubber, Silicone; Non-Metallic Special Shaped Section",21-Feb-1986,A-A-55763,Superceding Date: 25-Mar-1999
ZZ-R-765/18A,"Rubber, Silicone; Rubber Strip",10-Nov-1987,A-A-55762,Superceding Date: 25-Mar-1999
ZZ-R-765/17,"Rubber, Silicone; Rubber Strip",21-Feb-1986,A-A-55761,Superceding Date: 25-Mar-1999
ZZ-R-765/15C,"Rubber, Silicone, Rubber Sheet Solid",8-Nov-1988,A-A-55759,Superceding Date: 25-Mar-1999
ZZ-R-765/14,"Rubber, Silicone; Gasket",21-Feb-1986,A-A-55758,Superceding Date: 25-Mar-1999
ZZ-R-765/13,"Rubber, Silicone; Gasket",21-Feb-1986,A-A-55757,Superceding Date: 25-Mar-1999
ZZ-R-765/11,"Rubber, Silicone; Packing Material",21-Feb-1986,A-A-55755,Superceding Date: 25-Mar-1999
ZZ-R-765/9,"Rubber, Silicone; Tubing, Non-Metallic, Bound, Flexible",21-Feb-1986,A-A-55753,Superceding Date: 25-Mar-1999
ZZ-R-765/8,"Rubber, Silicone; Channel, Non-Metallic",21-Feb-1986,A-A-55752,Superceding Date: 25-Mar-1999
ZZ-R-765/7,"Rubber, Silicone; Non-Metallic Special Shaped Section",21-Feb-1986,A-A-55751,Superceding Date: 25-Mar-1999
ZZ-R-765/5,"Rubber, Silicone; Channel, Non-Metallic",21-Feb-1986,A-A-55749,Superceding Date: 25-Mar-1999
ZZ-R-765/4,"Rubber, Silicone; Channel, Non-Metallic",21-Feb-1986,A-A-55452,Superceding Date: 25-Mar-1999
ZZ-R-765/3,"Rubber, Silicone; Channel, Non-Metallic",21-Feb-1986,A-A-55451,Superceding Date: 25-Mar-1999
ZZ-R-765/1,"Rubber, Silicone; Channel, Non-Metallic",21-Feb-1986,A-A-55450,Superceding Date: 25-Mar-1999
UU-P-150B(2),"Paper, Carbon, Duplicating Machine, Spirit- Process",11-Apr-1958,A-A-1225A,Superceding Date: 18-Nov-1992
WW-V-54D,"Valve, Gate, Bronze (125, 150 and 200 Pound, Threaded Ends,",18-May-1973,MSSVFISP-80,Superceding Date: 5-Apr-1983
WW-V-35C,"Valve, Ball",31-Jul-1985,MSS SP-72,Superceding Date: 30-Jun-1998
WW-U-531F,"Unions, Pipe, Steel or Malleable Iron; Threaded Connection,",16-Apr-1984,ASMEB.16.39,Superceding Date: 21-Mar-1997
WW-U-516B(1),"Unions, Brass or Bronze, Threaded Pipe Connections and Solde",29-Aug-1974,A-A-59617,Superceding Date: 22-Apr-2002
WW-T-001914(1),"Trap, Drain, Plumbing Fixture (P-Trap) (Land Use)",17-Nov-1975,A-A-2852,Superceding Date: 24-May-1994
WW-T-825B,"Tube, Magnesium-Alloy, Extruded",20-Aug-1971,ASTM-B107,Superceding Date: 10-May-1994
WW-T-816(2),"Tubing, Flexible, Aluminum Alloy",21-Nov-1950,WW-H-1053,Superceding Date: 18-Apr-1967
WW-T-799F,"Tube, Copper, Seamless, Water (for Use With Solder, Flared-",20-Aug-1979,ASTM B 88,Superceding Date: 7-May-1993
WW-T-791A,"Tube, Brass, Seamless",12-Jul-1971,ASTM-B135,Superceding Date: 2-Aug-1993
WW-T-731C,"Tubes, Steel and Open Hearth Iron, Seamless and Welded, Boil",4-Apr-1956,ASTM A 178,Superceding Date: 1-Nov-1973
WW-T-725A,"Tube Fittings, Copper and Copper Alloy, Wrought or Cast, Sol",27-Apr-1973,ANSI-B16.18,Superceding Date: 7-May-1993
WW-T-696E,"Traps, Steam and Air",21-May-1984,A-A-60001,Superceding Date: 17-Jun-1997
WW-S-1913A,"Shower Head, Ball Joint (Integral Flow Control)",19-Oct-1977,A-A-240,Superceding Date: 26-Apr-1991
WW-S-00615,"Head, Sprinkler (Underground Connected)",20-Apr-1964,WW-H-001220,Superceding Date: 13-Dec-1966
WW-S-610B(1),"Sprinkler, Lawn, (Surface Connected)",8-Dec-1975,A-A-2745A,Superceding Date: 3-Feb-1994
WW-P-1432C,"Pipe, Steel (Coal Tar Enamel or Cement-Mortar Lining, and Co",13-Jul-1989,AWWA-C205,Superceding Date: 27-Jul-1995
WW-P-541/7C,Plumbing Fixtures (Shower Bath and Emergency Eye and Face Wa,1-Aug-1980,ASMEA112.18.1M,Superceding Date: 6-Aug-1993
